Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
Annotation Cluster 1,Enrichment Score: 23.796631449668308,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_FAT,GO:0005739~mitochondrion,254,26.569037656903767,2.0965602136615557E-50,"ISCA1, TFRC, ISOC2A, CISD1, ATP5C1, CISD2, GHITM, ALKBH7, LACTB, SCP2, FTH1, BSG, CDK5RAP1, LONP1, MLYCD, ACAD11, GLUL, PDK2, IER3, ACAD12, PDHX, GSTK1, GABARAPL1, ACSL1, ECH1, BCS1L, CLPX, CYP27A1, GNPAT, ETHE1, CLPP, FDX1, DDIT4, TMEM126A, UQCRC1, IGTP, SUCLG1, MMADHC, MAOB, CFH, ATP5K, TMTC1, ATP5L, PRDX3, LDHB, ADH1, LDHD, DECR1, DMPK, IRGM2, PRDX6, CS, MRPL30, ALDH6A1, OGDH, ECHDC3, IFI27L2A, MRPS16, SLC44A2, MRPS14, MRPL37, COX7C, MRPL41, AUH, ACADM, CD36, DLAT, GM10925, CTSB, CBR2, COX8B, SIRT5, TIMM23, TFB2M, COQ10B, PTGR2, COQ10A, HADHB, IMMP1L, MRPL50, SDHAF2, BDH1, L2HGDH, ALDOA, DLD, ATPAF1, PLIN5, GSTP1, DLST, UQCR11, FITM2, NOL3, TRAK2, PDPR, SAMM50, TMEM65, MFN1, MFN2, CBR4, ATAD1, SLC16A1, MDH1, PNPLA8, STAT3, G0S2, COX6C, AK157302, GCK, DHRS4, ALDH4A1, PDP2, ZNFX1, GPAM, TRMT5, RTN4IP1, TOMM5, NDUFA13, SLC27A1, NDUFA11, TACO1, NDUFA10, CPOX, OGDHL, COX6A2, CLU, TMEM143, TXN2, AKR7A5, CHCHD1, NUDT13, GM20538, PHYH, AGTPBP1, DGAT2, PPTC7, S100A1, ABCA8B, GPT2, ATG9A, ACOT13, SDHB, TUFM, CYP2D22, SLC9A6, GPD1, FKBP4, ISCU, NDUFB10, FECH, UQCRB, NDUFB11, AK4, HIGD1A, COX7A1, ACACB, ADAP2, UBC, PSAP, CYC1, NDUFV3, NDUFV2, MPST, PDHA1, BDNF, GOT2, CHCHD10, SYNJ2, DNAJC15, COQ7, COQ5, NR4A1, COQ3, MAVS, AMACR, P4HA1, PXMP2, CYCS, ACADVL, ABCD2, ALAS2, ALAS1, PTEN, ATP5G3, ETFB, DUSP18, ATP5G1, HK2, MRPL4, MRPL1, CPT2, SPR, ALDH2, OPA3, DBT, ME1, UQCRFS1, ME3, ABCD1, IDH3A, BCKDHA, GLRX5, VPS13A, SORD, QRSL1, NDUFS7, ACOX1, NDUFS6, NDUFS5, CAT, NDUFS3, MTFR1, SLC25A11, ATG4D, SLC25A13, BCAT2, NDUFB9, NDUFB7, NDUFB6, MTFP1, NDUFB5, NDUFB4, NDUFB3, LRP5, ETFDH, PPM1K, CKMT2, SLC25A29, PLN, OXCT1, P2RY2, P2RY1, SLC25A20, ACSS1, NDUFA9, PTCD3, NDUFA8, MMAA, FEM1A, NDUFA4, NDUFA3, BNIP3, NDUFA2, NDUFA1, 2310002L09RIK, PTPN11, SOD2, SUOX, PINK1, SUCLA2, DNAJA3, SLC25A34, LPIN1, MMACHC, SLC25A33",815,1971,16406,2.5941327157899976,1.7338552966981064E-47,1.7338552966981064E-47,1.5577442387505359E-47
GOTERM_CC_FAT,GO:0044429~mitochondrial part,168,17.573221757322173,3.7548144881733266E-45,"SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, OGDHL, GHITM, ALKBH7, COX6A2, CLU, SCP2, LONP1, MLYCD, ACAD11, CHCHD1, PDK2, PDHX, GSTK1, PPTC7, ACSL1, ABCA8B, ACOT13, BCS1L, SDHB, CLPX, TUFM, CYP27A1, GNPAT, ETHE1, CLPP, FDX1, UQCRC1, TMEM126A, SUCLG1, ISCU, FECH, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, AK4, HIGD1A, COX7A1, ATP5L, LDHB, ADAP2, LDHD, UBC, CYC1, NDUFV3, NDUFV2, MPST, PDHA1, DMPK, BDNF, GOT2, CHCHD10, SYNJ2, DNAJC15, COQ7, COQ5, CS, MRPL30, COQ3, MAVS, OGDH, CYCS, IFI27L2A, ACADVL, ALAS2, ALAS1, MRPS16, MRPS14, ATP5G3, DUSP18, MRPL37, ETFB, COX7C, ATP5G1, HK2, MRPL4, MRPL41, MRPL1, CPT2, ALDH2, DBT, UQCRFS1, ME3, DLAT, ACADM, ABCD1, GM10925, IDH3A, BCKDHA, CBR2, COX8B, GLRX5, SORD, VPS13A, TIMM23, SIRT5, TFB2M, COQ10B, HADHB, IMMP1L, MRPL50, SDHAF2, NDUFS7, BDH1, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, DLD, ATG4D, SLC25A13, NDUFB9, NDUFB7, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, DLST, UQCR11, PPM1K, CKMT2, SLC25A29, PDPR, SAMM50, PLN, TMEM65, OXCT1, MFN1, MFN2, SLC25A20, ACSS1, CBR4, NDUFA9, ATAD1, NDUFA8, NDUFA4, PNPLA8, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, ALDH4A1, PINK1, ZNFX1, GPAM, TRMT5, DNAJA3, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5",815,1028,16406,3.289737652479053,3.105231581719341E-42,1.5526157908596706E-42,1.3949135823563909E-42
GOTERM_CC_FAT,GO:0031966~mitochondrial membrane,118,12.343096234309623,4.457099935779019E-32,"SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, SCP2, ACAD11, GSTK1, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, GNPAT, FDX1, UQCRC1, TMEM126A, SUCLG1, FECH, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, HIGD1A, COX7A1, ATP5L, LDHB, LDHD, UBC, CYC1, NDUFV3, NDUFV2, MPST, DMPK, BDNF, GOT2, CHCHD10, SYNJ2, DNAJC15, COQ7, COQ5, COQ3, MAVS, OGDH, IFI27L2A, ACADVL, ALAS2, ATP5G3, DUSP18, COX7C, ATP5G1, HK2, CPT2, UQCRFS1, ACADM, ABCD1, GM10925, COX8B, SORD, VPS13A, TIMM23, SIRT5, COQ10B, HADHB, IMMP1L, NDUFS7, BDH1, NDUFS6, NDUFS5, NDUFS3, SLC25A11, SLC25A13, NDUFB9, NDUFB7, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, CKMT2, SLC25A29, SAMM50, PLN, TMEM65, MFN1, MFN2, SLC25A20, NDUFA9, ATAD1, NDUFA8, NDUFA4, PNPLA8, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, PINK1, ZNFX1, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5",815,706,16406,3.364514503206521,3.6860216468892486E-29,1.2286738822964162E-29,1.1038750840946036E-29
GOTERM_CC_FAT,GO:0005740~mitochondrial envelope,122,12.761506276150628,2.6047501750019726E-31,"SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, SCP2, ACAD11, GSTK1, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, GNPAT, FDX1, UQCRC1, TMEM126A, SUCLG1, FECH, MAOB, UQCRB, NDUFB10, NDUFB11, ATP5K, HIGD1A, COX7A1, ATP5L, LDHB, ADAP2, LDHD, UBC, CYC1, NDUFV3, NDUFV2, MPST, DMPK, BDNF, GOT2, CHCHD10, SYNJ2, DNAJC15, COQ7, COQ5, COQ3, MAVS, OGDH, CYCS, IFI27L2A, ACADVL, ALAS2, ATP5G3, DUSP18, COX7C, ATP5G1, HK2, CPT2, UQCRFS1, ACADM, ABCD1, GM10925, COX8B, SORD, VPS13A, TIMM23, SIRT5, COQ10B, HADHB, IMMP1L, NDUFS7, BDH1, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, SLC25A13, NDUFB9, NDUFB7, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, CKMT2, SLC25A29, SAMM50, PLN, TMEM65, MFN1, MFN2, SLC25A20, NDUFA9, ATAD1, NDUFA8, NDUFA4, PNPLA8, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, PINK1, ZNFX1, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5",815,763,16406,3.218699193528934,2.154128394726631E-28,5.385320986816578E-29,4.838323450066164E-29
GOTERM_CC_FAT,GO:0005743~mitochondrial inner membrane,92,9.623430962343097,2.2137536249298554E-30,"ALAS2, SLC27A1, ACADVL, NDUFA13, NDUFA11, NDUFA10, ATP5C1, CPOX, GHITM, ATP5G3, DUSP18, ATP5G1, COX6A2, COX7C, CLU, CPT2, UQCRFS1, GM10925, GSTK1, COX8B, ABCA8B, TIMM23, SIRT5, BCS1L, COQ10B, SDHB, CLPX, TUFM, CYP27A1, HADHB, IMMP1L, NDUFS7, BDH1, NDUFS6, NDUFS5, FDX1, UQCRC1, TMEM126A, NDUFS3, SUCLG1, SLC25A11, SLC25A13, NDUFB9, NDUFB7, MAOB, NDUFB6, MTFP1, FECH, UQCRB, NDUFB10, NDUFB11, NDUFB5, NDUFB4, NDUFB3, ETFDH, ATP5K, UQCR11, HIGD1A, COX7A1, ATP5L, CKMT2, LDHB, SLC25A29, SAMM50, TMEM65, LDHD, MFN1, CYC1, SLC25A20, NDUFV3, NDUFV2, NDUFA9, MPST, NDUFA8, BDNF, NDUFA4, NDUFA3, NDUFA2, STAT3, GOT2, NDUFA1, CHCHD10, SOD2, COX6C, DNAJC15, COQ7, COQ5, COQ3, PINK1, GPAM, SLC25A34, SLC25A33",815,467,16406,3.9656651909459937,1.8307742478169905E-27,3.661548495633981E-28,3.289637886645765E-28
GOTERM_CC_FAT,GO:1990204~oxidoreductase complex,46,4.811715481171548,1.5992361634092604E-28,"NDUFB9, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, DLST, UQCR11, OGDHL, LDHB, DBT, UQCRFS1, DLAT, CYC1, NDUFV3, NDUFV2, CBR4, PDK2, IDH3A, BCKDHA, NDUFA9, PDHX, NDUFA8, PDHA1, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, P4HA1, P4HA2, NDUFS6, NDUFS5, GPD1, UQCRC1, OGDH, NDUFS3, GPD1L, DLD",815,118,16406,7.847312051575336,1.3225683071394583E-25,2.2042805118990975E-26,1.9803874490218007E-26
GOTERM_CC_FAT,GO:0019866~organelle inner membrane,95,9.937238493723848,2.8104950412624497E-28,"ALAS2, SLC27A1, ACADVL, NDUFA13, RNF13, NDUFA11, NDUFA10, ATP5C1, CPOX, GHITM, ATP5G3, DUSP18, ATP5G1, COX6A2, COX7C, CLU, CPT2, UQCRFS1, GM10925, GSTK1, COX8B, ABCA8B, TIMM23, SIRT5, BCS1L, COQ10B, SDHB, CLPX, TUFM, CYP27A1, HADHB, IMMP1L, NDUFS7, BDH1, NDUFS6, NDUFS5, FDX1, UQCRC1, TMEM126A, NDUFS3, SUCLG1, SLC25A11, SLC25A13, NDUFB9, NDUFB7, MAOB, NDUFB6, MTFP1, FECH, UQCRB, NDUFB10, NDUFB11, NDUFB5, NDUFB4, NDUFB3, ETFDH, ATP5K, UQCR11, HIGD1A, COX7A1, ATP5L, CKMT2, LDHB, SLC25A29, SAMM50, TMEM65, LDHD, MFN1, CYC1, SLC25A20, NDUFV3, NDUFV2, NDUFA9, MPST, NDUFA8, BDNF, NDUFA4, NDUFA3, NDUFA2, STAT3, GOT2, NDUFA1, CHCHD10, SOD2, COX6C, DNAJC15, COQ7, COQ5, COQ3, PINK1, P2RX5, GPAM, IFI27L2A, SLC25A34, SLC25A33",815,527,16406,3.6287586873261075,2.324279399124046E-25,3.3203991416057796E-26,2.9831397366542857E-26
GOTERM_CC_FAT,GO:0098798~mitochondrial protein complex,55,5.7531380753138075,4.331116062418392E-28,"NDUFA13, NDUFA11, NDUFA10, ATP5C1, ATP5G3, ETFB, ATP5G1, COX6A2, COX7C, DBT, UQCRFS1, GM10925, IDH3A, BCKDHA, COX8B, TIMM23, SDHB, CLPX, IMMP1L, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3, SUCLG1, DLD, NDUFB9, NDUFB7, NDUFB6, UQCRB, NDUFB10, NDUFB11, NDUFB5, NDUFB4, NDUFB3, ETFDH, ATP5K, UQCR11, COX7A1, ATP5L, SAMM50, MFN1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, NDUFA4, NDUFA3, NDUFA2, NDUFA1, CHCHD10, COX6C, DNAJC15, TOMM5",815,179,16406,6.185214381190664,3.5818329836200106E-25,4.477291229525013E-26,4.0225240429710816E-26
